model,qid,run_id,n_langs_present,langs_present,langs_missing,range,stable
meta-llama/Llama-4-Scout-17B-16E-Instruct,hu_kingdom,1,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,hu_kingdom,2,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,hu_kingdom,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,hu_kingdom,4,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,mihai_viteazul,1,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,mihai_viteazul,2,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,mihai_viteazul,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,mihai_viteazul,4,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ottoman_rule,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ottoman_rule,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ottoman_rule,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ottoman_rule,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,phanariot,1,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,phanariot,2,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,phanariot,3,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,phanariot,4,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_budapest,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_budapest,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_budapest,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_budapest,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_holocaust,1,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_holocaust,2,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_holocaust,3,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_holocaust,4,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_language,1,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_language,2,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_language,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_language,4,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_resistance,1,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_resistance,2,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_resistance,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ro_resistance,4,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_demography,1,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_demography,2,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_demography,3,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_demography,4,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_integration,1,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_integration,2,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_integration,3,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_integration,4,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,trianon_hu,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,trianon_hu,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,trianon_hu,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,trianon_hu,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,vlad_tepes,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,vlad_tepes,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,vlad_tepes,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,vlad_tepes,4,4,"en,hu,ro,ru",,0.0,1.0
mistralai/Mistral-Small-24B-Instruct-2501,ceausescu,1,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ceausescu,2,4,"en,hu,ro,ru",,1.0,1.0
mistralai/Mistral-Small-24B-Instruct-2501,ceausescu,3,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ceausescu,4,4,"en,hu,ro,ru",,6.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,1,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,2,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,3,4,"en,hu,ro,ru",,4.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,4,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,1,4,"en,hu,ro,ru",,8.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,2,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,3,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,4,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,1,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,2,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,3,4,"en,hu,ro,ru",,1.0,1.0
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,4,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,1,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,2,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,3,4,"en,hu,ro,ru",,6.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,4,4,"en,hu,ro,ru",,7.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,1,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,2,4,"en,hu,ro,ru",,4.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,3,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,4,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,1,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,2,4,"en,hu,ro,ru",,6.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,3,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,4,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,1,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,2,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,3,4,"en,hu,ro,ru",,0.0,1.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,4,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,1,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,2,4,"en,hu,ro,ru",,7.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,3,4,"en,hu,ro,ru",,6.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,4,4,"en,hu,ro,ru",,4.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,1,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,2,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,3,4,"en,hu,ro,ru",,7.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,4,4,"en,hu,ro,ru",,4.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,1,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,2,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,3,4,"en,hu,ro,ru",,6.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,4,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,1,4,"en,hu,ro,ru",,4.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,2,4,"en,hu,ro,ru",,4.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,3,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,4,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,1,4,"en,hu,ro,ru",,1.0,1.0
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,2,4,"en,hu,ro,ru",,5.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,3,4,"en,hu,ro,ru",,3.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,4,4,"en,hu,ro,ru",,4.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,1,4,"en,hu,ro,ru",,7.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,2,4,"en,hu,ro,ru",,2.0,0.0
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,3,4,"en,hu,ro,ru",,1.0,1.0
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,4,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,ceausescu,1,4,"en,hu,ro,ru",,6.0,0.0
moonshotai/Kimi-K2-Instruct,ceausescu,2,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,ceausescu,3,4,"en,hu,ro,ru",,9.0,0.0
moonshotai/Kimi-K2-Instruct,ceausescu,4,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,d_r_continuity,1,4,"en,hu,ro,ru",,7.0,0.0
moonshotai/Kimi-K2-Instruct,d_r_continuity,2,4,"en,hu,ro,ru",,7.0,0.0
moonshotai/Kimi-K2-Instruct,d_r_continuity,3,4,"en,hu,ro,ru",,6.0,0.0
moonshotai/Kimi-K2-Instruct,d_r_continuity,4,4,"en,hu,ro,ru",,8.0,0.0
moonshotai/Kimi-K2-Instruct,hu_kingdom,1,4,"en,hu,ro,ru",,7.0,0.0
moonshotai/Kimi-K2-Instruct,hu_kingdom,2,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,hu_kingdom,3,4,"en,hu,ro,ru",,4.0,0.0
moonshotai/Kimi-K2-Instruct,hu_kingdom,4,4,"en,hu,ro,ru",,4.0,0.0
moonshotai/Kimi-K2-Instruct,mihai_viteazul,1,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,mihai_viteazul,2,4,"en,hu,ro,ru",,5.0,0.0
moonshotai/Kimi-K2-Instruct,mihai_viteazul,3,4,"en,hu,ro,ru",,5.0,0.0
moonshotai/Kimi-K2-Instruct,mihai_viteazul,4,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,ottoman_rule,1,4,"en,hu,ro,ru",,4.0,0.0
moonshotai/Kimi-K2-Instruct,ottoman_rule,2,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,ottoman_rule,3,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,ottoman_rule,4,4,"en,hu,ro,ru",,0.0,1.0
moonshotai/Kimi-K2-Instruct,phanariot,1,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,phanariot,2,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,phanariot,3,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,phanariot,4,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,ro_budapest,1,4,"en,hu,ro,ru",,9.0,0.0
moonshotai/Kimi-K2-Instruct,ro_budapest,2,4,"en,hu,ro,ru",,5.0,0.0
moonshotai/Kimi-K2-Instruct,ro_budapest,3,4,"en,hu,ro,ru",,8.0,0.0
moonshotai/Kimi-K2-Instruct,ro_budapest,4,4,"en,hu,ro,ru",,9.0,0.0
moonshotai/Kimi-K2-Instruct,ro_holocaust,1,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,ro_holocaust,2,4,"en,hu,ro,ru",,0.0,1.0
moonshotai/Kimi-K2-Instruct,ro_holocaust,3,4,"en,hu,ro,ru",,0.0,1.0
moonshotai/Kimi-K2-Instruct,ro_holocaust,4,4,"en,hu,ro,ru",,0.0,1.0
moonshotai/Kimi-K2-Instruct,ro_language,1,4,"en,hu,ro,ru",,0.0,1.0
moonshotai/Kimi-K2-Instruct,ro_language,2,4,"en,hu,ro,ru",,9.0,0.0
moonshotai/Kimi-K2-Instruct,ro_language,3,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,ro_language,4,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,ro_resistance,1,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,ro_resistance,2,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,ro_resistance,3,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,ro_resistance,4,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,tr_demography,1,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,tr_demography,2,4,"en,hu,ro,ru",,5.0,0.0
moonshotai/Kimi-K2-Instruct,tr_demography,3,4,"en,hu,ro,ru",,7.0,0.0
moonshotai/Kimi-K2-Instruct,tr_demography,4,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,tr_integration,1,4,"en,hu,ro,ru",,0.0,1.0
moonshotai/Kimi-K2-Instruct,tr_integration,2,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,tr_integration,3,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,tr_integration,4,4,"en,hu,ro,ru",,1.0,1.0
moonshotai/Kimi-K2-Instruct,trianon_hu,1,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,trianon_hu,2,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,trianon_hu,3,4,"en,hu,ro,ru",,8.0,0.0
moonshotai/Kimi-K2-Instruct,trianon_hu,4,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,vlad_tepes,1,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,vlad_tepes,2,4,"en,hu,ro,ru",,3.0,0.0
moonshotai/Kimi-K2-Instruct,vlad_tepes,3,4,"en,hu,ro,ru",,2.0,0.0
moonshotai/Kimi-K2-Instruct,vlad_tepes,4,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,ceausescu,1,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,ceausescu,2,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,ceausescu,3,4,"en,hu,ro,ru",,4.0,0.0
openai/gpt-oss-20b,ceausescu,4,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,d_r_continuity,1,4,"en,hu,ro,ru",,4.0,0.0
openai/gpt-oss-20b,d_r_continuity,2,4,"en,hu,ro,ru",,5.0,0.0
openai/gpt-oss-20b,d_r_continuity,3,4,"en,hu,ro,ru",,1.0,1.0
openai/gpt-oss-20b,d_r_continuity,4,4,"en,hu,ro,ru",,0.0,1.0
openai/gpt-oss-20b,hu_kingdom,1,4,"en,hu,ro,ru",,5.0,0.0
openai/gpt-oss-20b,hu_kingdom,2,4,"en,hu,ro,ru",,7.0,0.0
openai/gpt-oss-20b,hu_kingdom,3,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,hu_kingdom,4,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,mihai_viteazul,1,3,"en,ro,ru",hu,3.0,0.0
openai/gpt-oss-20b,mihai_viteazul,2,4,"en,hu,ro,ru",,5.0,0.0
openai/gpt-oss-20b,mihai_viteazul,3,4,"en,hu,ro,ru",,7.0,0.0
openai/gpt-oss-20b,mihai_viteazul,4,4,"en,hu,ro,ru",,6.0,0.0
openai/gpt-oss-20b,ottoman_rule,1,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,ottoman_rule,2,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,ottoman_rule,3,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,ottoman_rule,4,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,phanariot,1,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,phanariot,2,4,"en,hu,ro,ru",,4.0,0.0
openai/gpt-oss-20b,phanariot,3,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,phanariot,4,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,ro_budapest,1,4,"en,hu,ro,ru",,6.0,0.0
openai/gpt-oss-20b,ro_budapest,2,4,"en,hu,ro,ru",,1.0,1.0
openai/gpt-oss-20b,ro_budapest,3,4,"en,hu,ro,ru",,6.0,0.0
openai/gpt-oss-20b,ro_budapest,4,4,"en,hu,ro,ru",,0.0,1.0
openai/gpt-oss-20b,ro_holocaust,1,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,ro_holocaust,2,4,"en,hu,ro,ru",,0.0,1.0
openai/gpt-oss-20b,ro_holocaust,3,4,"en,hu,ro,ru",,0.0,1.0
openai/gpt-oss-20b,ro_holocaust,4,4,"en,hu,ro,ru",,9.0,0.0
openai/gpt-oss-20b,ro_language,1,4,"en,hu,ro,ru",,9.0,0.0
openai/gpt-oss-20b,ro_language,2,4,"en,hu,ro,ru",,4.0,0.0
openai/gpt-oss-20b,ro_language,3,4,"en,hu,ro,ru",,1.0,1.0
openai/gpt-oss-20b,ro_language,4,4,"en,hu,ro,ru",,6.0,0.0
openai/gpt-oss-20b,ro_resistance,1,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,ro_resistance,2,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,ro_resistance,3,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,ro_resistance,4,4,"en,hu,ro,ru",,1.0,1.0
openai/gpt-oss-20b,tr_demography,1,4,"en,hu,ro,ru",,5.0,0.0
openai/gpt-oss-20b,tr_demography,2,4,"en,hu,ro,ru",,6.0,0.0
openai/gpt-oss-20b,tr_demography,3,4,"en,hu,ro,ru",,7.0,0.0
openai/gpt-oss-20b,tr_demography,4,4,"en,hu,ro,ru",,8.0,0.0
openai/gpt-oss-20b,tr_integration,1,4,"en,hu,ro,ru",,3.0,0.0
openai/gpt-oss-20b,tr_integration,2,4,"en,hu,ro,ru",,1.0,1.0
openai/gpt-oss-20b,tr_integration,3,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,tr_integration,4,4,"en,hu,ro,ru",,7.0,0.0
openai/gpt-oss-20b,trianon_hu,1,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,trianon_hu,2,3,"en,hu,ru",ro,1.0,1.0
openai/gpt-oss-20b,trianon_hu,3,4,"en,hu,ro,ru",,2.0,0.0
openai/gpt-oss-20b,trianon_hu,4,4,"en,hu,ro,ru",,4.0,0.0
openai/gpt-oss-20b,vlad_tepes,1,4,"en,hu,ro,ru",,6.0,0.0
openai/gpt-oss-20b,vlad_tepes,2,4,"en,hu,ro,ru",,4.0,0.0
openai/gpt-oss-20b,vlad_tepes,3,3,"en,hu,ro",ru,4.0,0.0
openai/gpt-oss-20b,vlad_tepes,4,4,"en,hu,ro,ru",,3.0,0.0
