model,question_id,language,historian_grade,expected_yes,correct_count,total_count,accuracy,accuracy_pct,language_label
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_budapest,ro,7.0,True,0,4,0.0,0.0,RO
Qwen/Qwen2.5-7B-Instruct-Turbo,tr_integration,en,9.0,True,1,4,0.25,25.0,EN
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_budapest,en,7.0,True,0,4,0.0,0.0,EN
Qwen/Qwen2.5-7B-Instruct-Turbo,tr_integration,hu,9.0,True,0,4,0.0,0.0,HU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_budapest,hu,7.0,True,0,4,0.0,0.0,HU
deepseek-ai/DeepSeek-R1,ottoman_rule,ro,9.0,True,3,4,0.75,75.0,RO
Qwen/Qwen2.5-7B-Instruct-Turbo,tr_integration,ru,9.0,True,4,4,1.0,100.0,RU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_budapest,ru,7.0,True,0,4,0.0,0.0,RU
Qwen/Qwen2.5-7B-Instruct-Turbo,hu_kingdom,ro,10.0,True,1,4,0.25,25.0,RO
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_language,ro,1.0,False,4,4,1.0,100.0,RO
Qwen/Qwen2.5-7B-Instruct-Turbo,hu_kingdom,en,10.0,True,0,4,0.0,0.0,EN
moonshotai/Kimi-K2-Instruct,d_r_continuity,ru,1.0,False,3,4,0.75,75.0,RU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_language,en,1.0,False,4,4,1.0,100.0,EN
Qwen/Qwen2.5-7B-Instruct-Turbo,hu_kingdom,hu,10.0,True,4,4,1.0,100.0,HU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_language,hu,1.0,False,0,4,0.0,0.0,HU
Qwen/Qwen2.5-7B-Instruct-Turbo,hu_kingdom,ru,10.0,True,4,4,1.0,100.0,RU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,ro_language,ru,1.0,False,4,4,1.0,100.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,ro,8.0,True,4,4,1.0,100.0,RO
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,tr_integration,ro,9.0,True,4,4,1.0,100.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,en,8.0,True,3,4,0.75,75.0,EN
deepseek-ai/DeepSeek-R1,ottoman_rule,en,9.0,True,4,4,1.0,100.0,EN
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,tr_integration,en,9.0,True,4,4,1.0,100.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,hu,8.0,True,1,4,0.25,25.0,HU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,tr_integration,hu,9.0,True,4,4,1.0,100.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,tr_demography,ru,8.0,True,2,4,0.5,50.0,RU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,tr_integration,ru,9.0,True,4,4,1.0,100.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,ro,2.0,False,4,4,1.0,100.0,RO
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,hu_kingdom,ro,10.0,True,4,4,1.0,100.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,en,2.0,False,2,4,0.5,50.0,EN
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,hu_kingdom,en,10.0,True,4,4,1.0,100.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,hu,2.0,False,3,4,0.75,75.0,HU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,hu_kingdom,hu,10.0,True,0,4,0.0,0.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,phanariot,ru,2.0,False,2,4,0.5,50.0,RU
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,hu_kingdom,ru,10.0,True,4,4,1.0,100.0,RU
moonshotai/Kimi-K2-Instruct,ottoman_rule,ro,9.0,True,4,4,1.0,100.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,ro,2.0,False,2,4,0.5,50.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,en,2.0,False,3,4,0.75,75.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,hu,2.0,False,3,4,0.75,75.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,mihai_viteazul,ru,2.0,False,3,4,0.75,75.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,ro,1.0,False,3,4,0.75,75.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,en,1.0,False,4,4,1.0,100.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,hu,1.0,False,0,4,0.0,0.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,d_r_continuity,ru,1.0,False,2,4,0.5,50.0,RU
moonshotai/Kimi-K2-Instruct,ottoman_rule,en,9.0,True,4,4,1.0,100.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,ro,9.0,True,4,4,1.0,100.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,en,9.0,True,4,4,1.0,100.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,hu,9.0,True,4,4,1.0,100.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,ottoman_rule,ru,9.0,True,4,4,1.0,100.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,ro,1.0,False,4,4,1.0,100.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,en,1.0,False,1,4,0.25,25.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,hu,1.0,False,2,4,0.5,50.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,ro_resistance,ru,1.0,False,3,4,0.75,75.0,RU
deepseek-ai/DeepSeek-R1,ottoman_rule,hu,9.0,True,3,4,0.75,75.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,ro,9.0,True,0,4,0.0,0.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,en,9.0,True,4,4,1.0,100.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,hu,9.0,True,2,4,0.5,50.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,vlad_tepes,ru,9.0,True,4,4,1.0,100.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,ro,9.0,True,2,4,0.5,50.0,RO
moonshotai/Kimi-K2-Instruct,ottoman_rule,hu,9.0,True,4,4,1.0,100.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,en,9.0,True,2,4,0.5,50.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,hu,9.0,True,2,4,0.5,50.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,ru,9.0,True,3,4,0.75,75.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,ro,10.0,True,3,4,0.75,75.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,en,10.0,True,4,4,1.0,100.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,hu,10.0,True,4,4,1.0,100.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,ru,10.0,True,3,4,0.75,75.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,ro,7.0,True,2,4,0.5,50.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,en,7.0,True,0,4,0.0,0.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,hu,7.0,True,1,4,0.25,25.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,ru,7.0,True,0,4,0.0,0.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,ro,1.0,False,3,4,0.75,75.0,RO
deepseek-ai/DeepSeek-R1,ottoman_rule,ru,9.0,True,4,4,1.0,100.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,en,1.0,False,3,4,0.75,75.0,EN
moonshotai/Kimi-K2-Instruct,ottoman_rule,ru,9.0,True,4,4,1.0,100.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,hu,1.0,False,2,4,0.5,50.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,ru,1.0,False,3,4,0.75,75.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,ro,9.0,True,3,4,0.75,75.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,en,9.0,True,2,4,0.5,50.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,hu,9.0,True,3,4,0.75,75.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,ru,9.0,True,2,4,0.5,50.0,RU
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,ro,10.0,True,0,4,0.0,0.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,en,10.0,True,0,4,0.0,0.0,EN
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,hu,10.0,True,0,4,0.0,0.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,ru,10.0,True,0,4,0.0,0.0,RU
moonshotai/Kimi-K2-Instruct,ro_resistance,ro,1.0,False,0,4,0.0,0.0,RO
deepseek-ai/DeepSeek-R1,ro_resistance,ro,1.0,False,0,4,0.0,0.0,RO
moonshotai/Kimi-K2-Instruct,ro_resistance,en,1.0,False,0,4,0.0,0.0,EN
deepseek-ai/DeepSeek-R1,ro_resistance,en,1.0,False,0,4,0.0,0.0,EN
moonshotai/Kimi-K2-Instruct,ro_resistance,hu,1.0,False,0,4,0.0,0.0,HU
deepseek-ai/DeepSeek-R1,ro_resistance,hu,1.0,False,2,4,0.5,50.0,HU
moonshotai/Kimi-K2-Instruct,ro_resistance,ru,1.0,False,0,4,0.0,0.0,RU
moonshotai/Kimi-K2-Instruct,vlad_tepes,ro,9.0,True,4,4,1.0,100.0,RO
deepseek-ai/DeepSeek-R1,ro_resistance,ru,1.0,False,2,4,0.5,50.0,RU
moonshotai/Kimi-K2-Instruct,vlad_tepes,en,9.0,True,3,4,0.75,75.0,EN
deepseek-ai/DeepSeek-R1,vlad_tepes,ro,9.0,True,1,4,0.25,25.0,RO
moonshotai/Kimi-K2-Instruct,vlad_tepes,hu,9.0,True,4,4,1.0,100.0,HU
deepseek-ai/DeepSeek-R1,vlad_tepes,en,9.0,True,2,4,0.5,50.0,EN
moonshotai/Kimi-K2-Instruct,vlad_tepes,ru,9.0,True,4,4,1.0,100.0,RU
deepseek-ai/DeepSeek-R1,vlad_tepes,hu,9.0,True,1,4,0.25,25.0,HU
moonshotai/Kimi-K2-Instruct,trianon_hu,ro,9.0,True,3,4,0.75,75.0,RO
deepseek-ai/DeepSeek-R1,vlad_tepes,ru,9.0,True,4,4,1.0,100.0,RU
moonshotai/Kimi-K2-Instruct,trianon_hu,en,9.0,True,4,4,1.0,100.0,EN
moonshotai/Kimi-K2-Instruct,trianon_hu,hu,9.0,True,4,4,1.0,100.0,HU
deepseek-ai/DeepSeek-R1,trianon_hu,ro,9.0,True,4,4,1.0,100.0,RO
moonshotai/Kimi-K2-Instruct,trianon_hu,ru,9.0,True,4,4,1.0,100.0,RU
deepseek-ai/DeepSeek-R1,trianon_hu,en,9.0,True,3,4,0.75,75.0,EN
moonshotai/Kimi-K2-Instruct,ro_holocaust,ro,10.0,True,4,4,1.0,100.0,RO
deepseek-ai/DeepSeek-R1,trianon_hu,hu,9.0,True,4,4,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,ro_holocaust,en,10.0,True,4,4,1.0,100.0,EN
deepseek-ai/DeepSeek-R1,trianon_hu,ru,9.0,True,4,4,1.0,100.0,RU
moonshotai/Kimi-K2-Instruct,ro_holocaust,hu,10.0,True,4,4,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,ro_holocaust,ru,10.0,True,4,4,1.0,100.0,RU
deepseek-ai/DeepSeek-R1,ro_holocaust,ro,10.0,True,4,4,1.0,100.0,RO
moonshotai/Kimi-K2-Instruct,ro_budapest,ro,7.0,True,1,4,0.25,25.0,RO
deepseek-ai/DeepSeek-R1,ro_holocaust,en,10.0,True,4,4,1.0,100.0,EN
moonshotai/Kimi-K2-Instruct,ro_budapest,en,7.0,True,3,4,0.75,75.0,EN
deepseek-ai/DeepSeek-R1,ro_holocaust,hu,10.0,True,4,4,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,ro_budapest,hu,7.0,True,4,4,1.0,100.0,HU
deepseek-ai/DeepSeek-R1,ro_holocaust,ru,10.0,True,4,4,1.0,100.0,RU
moonshotai/Kimi-K2-Instruct,ro_budapest,ru,7.0,True,4,4,1.0,100.0,RU
deepseek-ai/DeepSeek-R1,ro_budapest,ro,7.0,True,3,4,0.75,75.0,RO
moonshotai/Kimi-K2-Instruct,ro_language,ro,1.0,False,4,4,1.0,100.0,RO
moonshotai/Kimi-K2-Instruct,ro_language,en,1.0,False,4,4,1.0,100.0,EN
deepseek-ai/DeepSeek-R1,ro_budapest,en,7.0,True,3,4,0.75,75.0,EN
moonshotai/Kimi-K2-Instruct,ro_language,hu,1.0,False,4,4,1.0,100.0,HU
deepseek-ai/DeepSeek-R1,ro_budapest,hu,7.0,True,4,4,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,ro_language,ru,1.0,False,3,4,0.75,75.0,RU
deepseek-ai/DeepSeek-R1,ro_budapest,ru,7.0,True,2,4,0.5,50.0,RU
moonshotai/Kimi-K2-Instruct,tr_integration,ro,9.0,True,4,4,1.0,100.0,RO
moonshotai/Kimi-K2-Instruct,tr_integration,en,9.0,True,4,4,1.0,100.0,EN
deepseek-ai/DeepSeek-R1,ro_language,ro,1.0,False,4,4,1.0,100.0,RO
moonshotai/Kimi-K2-Instruct,tr_integration,hu,9.0,True,4,4,1.0,100.0,HU
deepseek-ai/DeepSeek-R1,ro_language,en,1.0,False,4,4,1.0,100.0,EN
moonshotai/Kimi-K2-Instruct,tr_integration,ru,9.0,True,4,4,1.0,100.0,RU
deepseek-ai/DeepSeek-R1,ro_language,hu,1.0,False,4,4,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,hu_kingdom,ro,10.0,True,1,4,0.25,25.0,RO
deepseek-ai/DeepSeek-R1,ro_language,ru,1.0,False,4,4,1.0,100.0,RU
moonshotai/Kimi-K2-Instruct,hu_kingdom,en,10.0,True,1,4,0.25,25.0,EN
deepseek-ai/DeepSeek-R1,tr_integration,ro,9.0,True,3,4,0.75,75.0,RO
moonshotai/Kimi-K2-Instruct,hu_kingdom,hu,10.0,True,4,4,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,hu_kingdom,ru,10.0,True,3,4,0.75,75.0,RU
deepseek-ai/DeepSeek-R1,tr_integration,en,9.0,True,4,4,1.0,100.0,EN
deepseek-ai/DeepSeek-R1,tr_integration,hu,9.0,True,3,4,0.75,75.0,HU
deepseek-ai/DeepSeek-R1,tr_integration,ru,9.0,True,3,4,0.75,75.0,RU
deepseek-ai/DeepSeek-R1,hu_kingdom,ro,10.0,True,2,4,0.5,50.0,RO
deepseek-ai/DeepSeek-R1,hu_kingdom,en,10.0,True,0,4,0.0,0.0,EN
deepseek-ai/DeepSeek-R1,hu_kingdom,hu,10.0,True,0,4,0.0,0.0,HU
deepseek-ai/DeepSeek-R1,hu_kingdom,ru,10.0,True,0,4,0.0,0.0,RU
